,original_title,result_id,publication_info_summary,link,title,keep_title,count
264,Bandgap energy prediction of senary zincblende III–V semiconductor compounds using machine learning,Xv-ZIgsuc7EJ,"M Alsalman, SM Alqahtani, FH Alharbi - Materials Science in …, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1369800123001543,bandgap energy prediction of senary zincblende iii v semiconductor compounds using machine learning,1,1
268,Machine Learning Prediction of Hydration Free Energy with Physically Inspired Descriptors,HSS3XVZXykwJ,"ZY Zhang, D Peng, L Liu, L Shen… - The Journal of Physical …, 2023 - ACS Publications",https://pubs.acs.org/doi/abs/10.1021/acs.jpclett.2c03858,machine learning prediction of hydration free energy with physically inspired descriptors,1,1
269,Real-time power consumption monitoring and forecasting using regression techniques and machine learning algorithms,7sE-76EG54EJ,"JMM Arce, EQB Macabebe - 2019 IEEE International …, 2019 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8980380/,real time power consumption monitoring and forecasting using regression techniques and machine learning algorithms,1,1
277,Machine learning-based prediction of test power,NSaRUrimpW0J,"H Dhotre, S Eggersglüß, K Chakrabarty… - 2019 IEEE European …, 2019 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8791548/,machine learning based prediction of test power,1,1
278,Temperature distribution prediction in data centers for decreasing power consumption by machine learning,7GPmEAS-C7sJ,"Y Tarutani, K Hashimoto, G Hasegawa… - 2015 IEEE 7th …, 2015 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/7396226/,temperature distribution prediction in data centers for decreasing power consumption by machine learning,1,1
279,Machine learning approaches for feature engineering of the crystal structure: Application to the prediction of the formation energy of cubic compounds,gICWisrdZNAJ,"PR Kaundinya, K Choudhary, SR Kalidindi - Physical Review Materials, 2021 - APS",https://journals.aps.org/prmaterials/abstract/10.1103/PhysRevMaterials.5.063802,machine learning approaches for feature engineering of the crystal structure application to the prediction of the formation energy of cubic compounds,1,1
286,Fast and scalable prediction of local energy at grain boundaries: machine-learning based modeling of first-principles calculations,qdDuyBwhuKgJ,"T Tamura, M Karasuyama, R Kobayashi… - … and Simulation in …, 2017 - iopscience.iop.org",https://iopscience.iop.org/article/10.1088/1361-651X/aa8276/meta,fast and scalable prediction of local energy at grain boundaries machine learning based modeling of first principles calculations,1,1
287,Machine learning-based energy consumption modeling and comparing of H. 264 and Google VP8 encoders,y5rU4MiZ6zoJ,"YO Sharrab, M Alsmirat, B Hawashin… - International Journal of …, 2021 - academia.edu",https://www.academia.edu/download/66124849/42_22840_23jun_7jun_10apr_Y.pdf,machine learning based energy consumption modeling and comparing of h and google vp encoders,1,1
290,Mapping between density of states and energy band gap for bismuth-based semiconductors via machine learning prediction,mJ00T6TU6ZwJ,"Y Ling, Z Chen, S Li, Y Guan, M Shi, J Zhu, Z Cheng… - Fuel, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0016236122027491,mapping between density of states and energy band gap for bismuth based semiconductors via machine learning prediction,1,1
293,Optimization of power consumption in data centers using machine learning based approaches: a review,qXADjJFpXt8J,"R Kumar, SK Khatri, MJ Diván - International Journal of …, 2022 - search.proquest.com",https://search.proquest.com/openview/5ecb0de197073d281db63ba8d9216997/1?pq-origsite=gscholar&cbl=1686344,optimization of power consumption in data centers using machine learning based approaches a review,1,1
305,Accuracy improvement of IOL power prediction for highly myopic eyes with an XGBoost machine learning-based calculator,AioAbKWZCH0J,"L Wei, Y Song, W He, X Chen, B Ma, Y Lu… - Frontiers in Medicine, 2020 - frontiersin.org",https://www.frontiersin.org/articles/10.3389/fmed.2020.592663/full,accuracy improvement of iol power prediction for highly myopic eyes with an xgboost machine learning based calculator,1,1
306,Leveraging the power of machine learning for performance evaluation prediction in wireless sensor networks,fjuta3cVaywJ,"S Zroug, I Remadna, L Kahloul… - 2021 International …, 2021 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9491722/,leveraging the power of machine learning for performance evaluation prediction in wireless sensor networks,1,1
310,Machine learning using host/guest energy histograms to predict adsorption in metal–organic frameworks: Application to short alkanes and Xe/Kr mixtures,6xdXoXl1kY8J,"Z Li, BJ Bucior, H Chen, M Haranczyk… - The Journal of …, 2021 - aip.scitation.org",https://aip.scitation.org/doi/abs/10.1063/5.0050823,machine learning using host guest energy histograms to predict adsorption in metal organic frameworks application to short alkanes and xe kr mixtures,1,1
313,Energy consumption of on-device machine learning models for IoT intrusion detection,QNNaHFj1UNAJ,"N Tekin, A Acar, A Aris, AS Uluagac, VC Gungor - Internet of Things, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2542660522001512,energy consumption of on device machine learning models for iot intrusion detection,1,1
315,Predicting energy consumption through machine learning using a smart-metering architecture,NyiiNosJHR0J,"P Deligiannis, S Koutroubinas, G Koronias - IEEE Potentials, 2019 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8658170/,predicting energy consumption through machine learning using a smart metering architecture,1,1
317,Increasing the Prediction Power of Moodle Machine Learning Models with Self-defined Indicators,FozZ55jmXG0J,"T Fauszt, L Bognár, Á Sándor - International Journal of Emerging …, 2021 - learntechlib.org",https://www.learntechlib.org/p/220557/,increasing the prediction power of moodle machine learning models with self defined indicators,1,1
319,Power Prediction in Register Files Using Machine Learning,g0XF_qh0M5QJ,"M Elnawawy, A Sagahyroon, M Pasquier - IEEE Access, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9766373/,power prediction in register files using machine learning,1,1
321,Machine Learning Assisted Characteristics Prediction for Wireless Power Transfer Systems,sEWLYk6ilbIJ,"SA Al Mahmud, P Jayathurathnage… - IEEE Access, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9756526/,machine learning assisted characteristics prediction for wireless power transfer systems,1,2
322,Calculation and prediction of sliding energy barriers by first-principles combined with machine learning,CdlqlQiRJ80J,"Y Niu, Y Wang, M He, W He, Z Zhao, Z Lu - Ceramics International, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0272884223012257,calculation and prediction of sliding energy barriers by first principles combined with machine learning,1,1
329,MysiRNA: Improving siRNA efficacy prediction using a machine-learning model combining multi-tools and whole stacking energy (ΔG),sAk8ko0CPbsJ,"M Mysara, M Elhefnawi, JM Garibaldi - Journal of biomedical informatics, 2012 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1532046412000263,mysirna improving sirna efficacy prediction using a machine learning model combining multi tools and whole stacking energy g,1,1
330,… nonlinear displacement ratio prediction of self-centering energy-absorbing dual rocking core system under near-fault ground motions using machine learning,3YdcgzONjocJ,"S Hu, W Wang, MS Alam - Journal of Earthquake Engineering, 2021 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/13632469.2021.2009060,nonlinear displacement ratio prediction of self centering energy absorbing dual rocking core system under near fault ground motions using machine learning,1,1
332,Machine learning with sensitivity analysis to determine key factors contributing to energy consumption in cloud data centers,zJPbYmQBCIUJ,"YW Foo, C Goh, Y Li - 2016 International conference on cloud …, 2016 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/7600185/,machine learning with sensitivity analysis to determine key factors contributing to energy consumption in cloud data centers,1,1
337,The comparison of machine-learning methods XGBoost and LightGBM to predict energy development,6KDPN4o-kMEJ,"M Nemeth, D Borkin, G Michalconok - … in Systems and Software 2019, Vol …, 2019 - Springer",https://link.springer.com/chapter/10.1007/978-3-030-31362-3_21,the comparison of machine learning methods xgboost and lightgbm to predict energy development,1,1
341,A machine learning method for power prediction on the mobile devices,4len5EvQItEJ,"DR Chen, YS Chen, LC Chen, MY Hsu… - Journal of medical …, 2015 - Springer",https://link.springer.com/article/10.1007/s10916-015-0320-5,a machine learning method for power prediction on the mobile devices,1,1
344,Construction of analytical models for driving energy consumption of electric buses through machine learning,ZLaAWqyeNgYJ,"KC Lin, CN Lin, JJC Ying - Applied Sciences, 2020 - mdpi.com",https://www.mdpi.com/815474,construction of analytical models for driving energy consumption of electric buses through machine learning,1,1
356,Machine learning for power profiles prediction in presence of inter-channel stimulated Raman scattering,1M2zLPh9tVoJ,"AMR Brusin, MR Zefreh, P Poggiolini… - 2021 European …, 2021 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9605807/,machine learning for power profiles prediction in presence of inter channel stimulated raman scattering,1,1
362,The prediction power of machine learning on estimating the sepsis mortality in the intensive care unit,ywqpKpGJyLUJ,"M Selcuk, O Koc, AS Kestel - Informatics in Medicine Unlocked, 2022 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2352914822000156,the prediction power of machine learning on estimating the sepsis mortality in the intensive care unit,1,1
366,Prediction of received signal power in mobile communications using different machine learning algorithms: A comparative study,n7ns8YQxTp8J,"D Karra, SK Goudos, GV Tsoulos… - … on Electronics & …, 2019 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8956271/,prediction of received signal power in mobile communications using different machine learning algorithms a comparative study,1,1
367,Forecasting United Kingdom's energy consumption using machine learning and hybrid approaches,x_-syTQKRbkJ,"DA Bala, M Shuaibu - Energy & Environment, 2022 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/0958305X221140569,forecasting united kingdom s energy consumption using machine learning and hybrid approaches,1,1
368,Framework for Load Power Consumption in HANs Using Machine Learning and IoT Assistance,nafuczNqSHkJ,"A Manimuthu, V Dharshini - IEEE Design & Test, 2020 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9183897/,framework for load power consumption in hans using machine learning and iot assistance,1,1
370,Power Prediction of VLSI Circuits Using Machine Learning.,hNLQ3yeDnxYJ,"E Poovannan, S Karthik - Computers, Materials & Continua, 2023 - cdn.techscience.cn",https://cdn.techscience.cn/ueditor/files/cmc/TSP_CMC-74-1/TSP_CMC_32512/TSP_CMC_32512.pdf,power prediction of vlsi circuits using machine learning,1,1
373,Machine learning in energy consumption management,RphzuPDtTuIJ,"M Zekić-Sušac - Proceedings of the 14th International Symposium on …, 2017 - bib.irb.hr",https://www.bib.irb.hr/895969/download/895969.SOR17_-_Proceedings.pdf#page=25,machine learning in energy consumption management,1,1
376,Unlocking the Power of Artificial Intelligence: Accurate Zeta Potential Prediction Using Machine Learning,QJQK09w7108J,"R Muneer, MR Hashmet, P Pourafshary, M Shakeel - Nanomaterials, 2023 - mdpi.com",https://www.mdpi.com/2079-4991/13/7/1209,unlocking the power of artificial intelligence accurate zeta potential prediction using machine learning,1,1
382,Machine Learning Techniques for Short-Term Electric Power Demand Prediction.,MnrywrG86goJ,"F Mateo, JJ Carrasco, M Millán-Giraldo, A Sellami… - ESANN, 2013 - Citeseer",https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=135715962dae1875bb4d67f2d6aed795a8178bdc,machine learning techniques for short term electric power demand prediction,1,1
